agent,env_id,mode,human,seed,success_rate,mean_reward,std_reward,train_seconds
DQN,MiniGrid-LavaGapS7-v0,bayesian,Adversarial,999,0,6.447083333,0.3646466611666661,23.08
DQN,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,42,0.05,-9.494017379,3.152293327900883,23.96
DQN,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,123,0.25,-1.965757739,3.708829396,23.55
DQN,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,999,0,-8.894841458,2.835326391483979,22.79
DQN,MiniGrid-LavaGapS7-v0,bayesian,Fatigue,42,0.2,-9.587871758,9.344772665943424,19.13
DQN,MiniGrid-LavaGapS7-v0,bayesian,Fatigue,123,0.1,-6.052967428,8.673151641395823,19.73
DQN,MiniGrid-LavaGapS7-v0,bayesian,Fatigue,999,0.3,-6.653928449,9.074100804696885,21.71
DQN,MiniGrid-LavaGapS7-v0,bayesian,Realistic,42,0,-11.71113799,1.1091899940754046,21.09
DQN,MiniGrid-LavaGapS7-v0,bayesian,Realistic,123,0.2,-2.028708181,4.808044883731371,22.35
DQN,MiniGrid-LavaGapS7-v0,bayesian,Realistic,999,0,-8.083213638,1.3407975823490748,22.46
DQN,MiniGrid-DoorKey-8x8-v0,sparse,StochasticLow,42,0,0,0,22.2
DQN,MiniGrid-DoorKey-8x8-v0,sparse,StochasticLow,123,0,0,0,21.41
DQN,MiniGrid-DoorKey-8x8-v0,sparse,StochasticLow,999,0,0,0,21.99
DQN,MiniGrid-DoorKey-8x8-v0,sparse,StochasticHigh,42,0,0,0,21.92
DQN,MiniGrid-DoorKey-8x8-v0,sparse,StochasticHigh,123,0,0,0,22.72
DQN,MiniGrid-DoorKey-8x8-v0,sparse,StochasticHigh,999,0,0,0,21.71
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Adversarial,42,0,0,0,23.24
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Adversarial,123,0,0,0,21.75
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Adversarial,999,0,0,0,21.28
DQN,MiniGrid-DoorKey-8x8-v0,sparse,DistanceNoise,42,0,0,0,22.75
DQN,MiniGrid-DoorKey-8x8-v0,sparse,DistanceNoise,123,0,0,0,24.19
DQN,MiniGrid-DoorKey-8x8-v0,sparse,DistanceNoise,999,0,0,0,23.78
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Fatigue,42,0,0,0,23.33
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Fatigue,123,0,0,0,24.03
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Fatigue,999,0,0,0,24.07
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Realistic,42,0,0,0,24.61
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Realistic,123,0,0,0,23.58
DQN,MiniGrid-DoorKey-8x8-v0,sparse,Realistic,999,0,0,0,23.71
DQN,MiniGrid-DoorKey-8x8-v0,naive,StochasticLow,42,0,-26.72,24.37690710488127,24.18
DQN,MiniGrid-DoorKey-8x8-v0,naive,StochasticLow,123,0,-40.65,20.684668235193126,24.17
DQN,MiniGrid-DoorKey-8x8-v0,naive,StochasticLow,999,0,-45.07,11.852303573567628,24.15
DQN,MiniGrid-DoorKey-8x8-v0,naive,StochasticHigh,42,0,38.850000000000286,2.262631211664894,24.42
DQN,MiniGrid-DoorKey-8x8-v0,naive,StochasticHigh,123,0,38.58000000000028,1.4763468427168671,24
DQN,MiniGrid-DoorKey-8x8-v0,naive,StochasticHigh,999,0,38.410000000000274,1.7860291151042555,24.18
DQN,MiniGrid-DoorKey-8x8-v0,naive,Adversarial,42,0,64.00000000000065,1.4210854715202004e-14,23.44
DQN,MiniGrid-DoorKey-8x8-v0,naive,Adversarial,123,0,64.00000000000065,1.4210854715202004e-14,23.91
DQN,MiniGrid-DoorKey-8x8-v0,naive,Adversarial,999,0,64.00000000000065,1.4210854715202004e-14,23.66
DQN,MiniGrid-DoorKey-8x8-v0,naive,DistanceNoise,42,0,-44.18646291,15.007445837632254,24.66
DQN,MiniGrid-DoorKey-8x8-v0,naive,DistanceNoise,123,0,-27.54554471,23.07858855109945,24.24
DQN,MiniGrid-DoorKey-8x8-v0,naive,DistanceNoise,999,0,-44.24955619,15.171338278604985,23.86
DQN,MiniGrid-DoorKey-8x8-v0,naive,Fatigue,42,0,-52.86635082,12.955810974527886,24.02
DQN,MiniGrid-DoorKey-8x8-v0,naive,Fatigue,123,0,-53.5376623,12.549305996301857,23.88
DQN,MiniGrid-DoorKey-8x8-v0,naive,Fatigue,999,0,-54.23730096,9.229089627875569,23.11
DQN,MiniGrid-DoorKey-8x8-v0,naive,Realistic,42,0,-38.93150925,14.371615379544165,23.06
DQN,MiniGrid-DoorKey-8x8-v0,naive,Realistic,123,0,-29.74471454,21.70978442,24.95
DQN,MiniGrid-DoorKey-8x8-v0,naive,Realistic,999,0,-32.53587636,17.40390621332495,25.33
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,StochasticLow,42,0,-31.74762093,18.283070377745368,22.78
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,StochasticLow,123,0,-39.70814588,13.659024002924685,23.57
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,StochasticLow,999,0,-38.63598383,11.740885948482497,23.53
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,StochasticHigh,42,0,18.593666666666756,3.1360096548888077,21.83
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,StochasticHigh,123,0,19.29000000000014,0.7381734213584336,21.73
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,StochasticHigh,999,0,20.4775,2.7373663082523585,21.8
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Adversarial,42,0,13.173317460317529,4.996822004937828,22.38
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Adversarial,123,0,14.25192261904771,5.937175005579337,22.08
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Adversarial,999,0,17.28900000000015,6.472446749,22.05
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,DistanceNoise,42,0,-36.36865396,19.40087791147722,21.31
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,DistanceNoise,123,0,-22.93153705,20.73121079799567,21.68
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,DistanceNoise,999,0,-43.13303539,11.132542781090915,21.91
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Fatigue,42,0,-36.58722062,19.359817847909525,21.36
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Fatigue,123,0,-19.39879909,26.79160020867147,21.6
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Fatigue,999,0,-47.60301714,10.997563779248145,22.14
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Realistic,42,0,-38.29333845,13.318954806387058,21.75
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Realistic,123,0,-28.57694032,18.29092706787078,22.08
DQN,MiniGrid-DoorKey-8x8-v0,bayesian,Realistic,999,0,-32.27923851,13.067759184823982,24.49
