agent,env_id,mode,human,seed,success_rate,mean_reward,std_reward,train_seconds
PPO,MiniGrid-LavaGapS7-v0,naive,Adversarial,123,0.0,19.60000000000001,0.0,207.8
PPO,MiniGrid-LavaGapS7-v0,naive,Adversarial,456,0.0,19.60000000000001,0.0,203.87
PPO,MiniGrid-LavaGapS7-v0,naive,Adversarial,789,0.0,19.60000000000001,0.0,201.75
PPO,MiniGrid-LavaGapS7-v0,naive,Adversarial,999,0.0,19.60000000000001,0.0,204.29
PPO,MiniGrid-LavaGapS7-v0,naive,DistanceNoise,42,0.16,0.24862109073754965,0.5205438911611693,13780.31
PPO,MiniGrid-LavaGapS7-v0,naive,DistanceNoise,123,0.24,0.3083299608945069,0.5530823695755247,186.86
PPO,MiniGrid-LavaGapS7-v0,naive,DistanceNoise,456,0.24,0.334921861688846,0.5509775405926278,221.34
PPO,MiniGrid-LavaGapS7-v0,naive,DistanceNoise,789,0.18,0.233051233307424,0.4808431847080597,220.96
PPO,MiniGrid-LavaGapS7-v0,naive,DistanceNoise,999,0.38,0.4174554600436597,0.5245689166526586,223.92
PPO,MiniGrid-LavaGapS7-v0,naive,Fatigue,42,0.16,0.28138775510204084,0.4950946194574764,220.18
PPO,MiniGrid-LavaGapS7-v0,naive,Fatigue,123,0.24,0.3880816326530613,0.5581222960004327,2342.33
PPO,MiniGrid-LavaGapS7-v0,naive,Fatigue,456,0.32,0.5067755102040816,0.6297963733515094,219.61
PPO,MiniGrid-LavaGapS7-v0,naive,Fatigue,789,0.26,0.4072551020408164,0.5812105458120135,216.61
PPO,MiniGrid-LavaGapS7-v0,naive,Fatigue,999,0.22,0.35090816326530605,0.5532505163110264,211.56
PPO,MiniGrid-LavaGapS7-v0,naive,Realistic,42,0.18,0.26697023755611954,0.5105213945634979,209.52
PPO,MiniGrid-LavaGapS7-v0,naive,Realistic,123,0.16,0.23170786948180422,0.48308615998794385,213.56
PPO,MiniGrid-LavaGapS7-v0,naive,Realistic,456,0.22,0.28578863199880994,0.5312484564915888,212.98
PPO,MiniGrid-LavaGapS7-v0,naive,Realistic,789,0.2,0.27563800016107626,0.48721839658042176,267.37
